CustomerID,Age,Gender,State,TenureMonths,MonthlyCharges,TotalCharges,DataUsageGB,CallMinutes,SMSCount,CustomerSupportCalls,NetworkComplaints,LatePayments,PlanType,ContractType,PaymentMethod,FamilyPlan,InternationalCalls,DeviceAgeMonths,AvgMonthlyRecharge,Churn
CUST012381,41,Male,Uttarakhand,100,2870.9,293514.57,26.25,2433,1543,14,6,7,Premium,TwoYear,Net Banking,Yes,Yes,60,885.43,No
CUST012382,67,Male,Gujarat,44,1121.08,45295.08,88.45,2910,1788,0,6,1,Basic,Yearly,Net Banking,No,No,35,3385.66,No
CUST012383,31,Male,Karnataka,69,1029.34,66069.99,163.87,4432,2172,2,8,8,Premium,Monthly,Credit Card,Yes,No,50,3678.28,No
CUST012384,20,Female,Uttar Pradesh,3,3613.12,10339.22,54.06,2794,2342,11,11,9,Standard,Monthly,Net Banking,No,No,49,1048.39,Yes
CUST012385,51,Female,Punjab,10,136.75,1208.1,161.1,4969,1852,1,1,0,Standard,Yearly,Net Banking,No,Yes,29,1762.84,No
CUST012386,50,Male,Chhattisgarh,77,832.65,60532.14,93.86,4052,2607,9,13,3,Basic,Monthly,UPI,No,Yes,13,2725.05,No
CUST012387,67,Male,Tamil Nadu,4,2231.29,8364.81,297.01,3452,1579,3,10,11,Premium,Monthly,Net Banking,No,Yes,35,1146.14,Yes
CUST012388,41,Male,Uttarakhand,56,830.51,41368.38,112.71,3026,601,5,6,12,Basic,Monthly,UPI,No,Yes,6,930.89,No
CUST012389,26,Male,Uttar Pradesh,40,4803.08,195313.31,11.72,2382,1610,7,12,2,Standard,Monthly,UPI,No,Yes,12,1428.13,No
CUST012390,30,Female,Uttar Pradesh,33,3383.51,104532.94,141.89,3430,1221,13,12,3,Premium,TwoYear,Net Banking,No,Yes,55,2027.31,No
CUST012391,19,Male,Assam,116,2220.57,234715.87,100.21,1128,2916,12,3,1,Basic,Monthly,Net Banking,Yes,No,36,1372.91,No
CUST012392,24,Female,Madhya Pradesh,98,650.05,55810.26,111.01,3208,2136,3,8,3,Standard,Yearly,UPI,Yes,Yes,49,2419.5,No
CUST012393,65,Male,Haryana,100,1987.41,172497.16,111.16,693,9,14,3,8,Basic,Monthly,UPI,No,No,56,1363.29,Yes
CUST012394,38,Male,Madhya Pradesh,117,3287.95,400864.59,264.35,224,2676,19,8,12,Premium,Yearly,UPI,No,No,4,1636.01,No
CUST012395,36,Male,West Bengal,33,4847.19,167800.08,149.48,1465,1006,0,15,4,Basic,Monthly,Debit Card,Yes,Yes,37,2458.67,No
CUST012396,42,Male,Bihar,60,2416.17,149259.15,75.85,1007,1066,12,12,6,Standard,Monthly,Debit Card,No,No,53,1350.79,No
CUST012397,64,Female,Uttar Pradesh,21,3492.82,69074.89,237.75,4482,1240,17,5,10,Standard,Yearly,Credit Card,No,No,7,2038.56,No
CUST012398,39,Male,Andhra Pradesh,103,1057.26,110159.16,133.03,1587,2176,3,6,2,Basic,Monthly,Credit Card,No,No,52,3055.41,No
CUST012399,28,Male,Punjab,69,3155.8,221420.69,43.61,978,2701,13,3,1,Standard,Monthly,UPI,Yes,No,13,98.13,No
CUST012400,50,Female,Haryana,119,1271.37,137670.88,299.55,893,409,13,5,4,Standard,Yearly,UPI,No,No,29,3671.42,No
CUST012401,49,Female,Telangana,45,1070.86,46608.39,8.21,4195,294,4,6,12,Basic,Yearly,Credit Card,No,No,17,3769.39,Yes
CUST012402,38,Male,Telangana,57,2595.18,154044.1,212.77,3369,1785,1,2,10,Premium,Yearly,Cash,No,No,41,1398.96,No
CUST012403,56,Female,Karnataka,77,1137.16,79331.74,254.27,55,2371,13,0,5,Standard,Monthly,Debit Card,Yes,No,1,3104.38,No
CUST012404,37,Male,Tamil Nadu,40,3634.5,142847.08,106.14,3915,717,15,0,2,Standard,Yearly,Net Banking,Yes,No,19,2623.15,No
CUST012405,25,Female,Punjab,81,4692.95,373479.82,47.2,1617,1883,15,2,9,Standard,Yearly,Debit Card,No,No,55,1209.48,No
CUST012406,59,Male,Jharkhand,64,2028.65,122112.93,130.97,1534,2362,6,6,8,Basic,Monthly,Credit Card,No,No,1,3920.05,No
CUST012407,54,Female,Uttar Pradesh,10,1680.06,15928.07,144.74,428,1494,8,12,1,Basic,Monthly,UPI,No,No,48,2964.68,Yes
CUST012408,26,Female,Bihar,74,961.84,66996.45,299.91,2622,283,8,9,0,Premium,Monthly,Credit Card,No,No,3,192.72,No
CUST012409,42,Male,Telangana,66,2012.94,126771.37,5.84,1198,2919,6,4,12,Premium,Monthly,UPI,No,No,12,452.27,No
CUST012410,42,Female,Andhra Pradesh,102,2842.21,255045.9,196.77,1825,1533,11,2,10,Standard,Yearly,Debit Card,No,No,16,536.56,No
CUST012411,50,Female,Maharashtra,85,1927.55,165308.04,241.33,3200,1609,2,2,0,Premium,TwoYear,Credit Card,No,No,33,2237.06,No
CUST012412,19,Female,Haryana,65,3153.07,201304.53,185.37,1505,611,15,8,12,Basic,Monthly,UPI,No,No,59,894.56,No
CUST012413,36,Female,Tamil Nadu,30,3345.87,104869.38,188.98,1617,1670,8,11,10,Premium,Monthly,UPI,No,No,32,1024.02,No
CUST012414,63,Male,Bihar,82,579.36,42715.37,262.59,686,1039,13,4,5,Basic,Monthly,Cash,Yes,Yes,1,239.24,No
CUST012415,37,Male,Uttarakhand,35,3519.14,108290.19,169.55,1523,2554,10,8,8,Standard,Yearly,UPI,No,Yes,12,2812.13,No
CUST012416,59,Female,Rajasthan,53,4511.56,219627.58,264.48,2939,2680,2,9,3,Standard,Monthly,UPI,No,No,35,1588.14,No
CUST012417,58,Female,Uttar Pradesh,39,228.64,8488.48,63.06,717,2406,0,10,2,Standard,TwoYear,UPI,No,No,19,924.85,No
CUST012418,59,Male,Himachal Pradesh,112,2801.63,279580.86,154.84,3317,2540,5,7,6,Standard,Monthly,Net Banking,No,No,42,2467.32,No
CUST012419,46,Male,Maharashtra,22,3058.98,63402.39,10.08,1239,2178,18,0,0,Basic,Yearly,Cash,No,No,4,618.25,No
CUST012420,23,Female,Kerala,67,3578.1,234583.88,241.05,2860,1591,17,5,12,Basic,Monthly,UPI,No,No,3,2599.03,No
CUST012421,34,Female,Haryana,70,1990.27,119986.21,233.19,330,753,4,5,2,Basic,Monthly,Debit Card,Yes,No,34,666.19,No
CUST012422,42,Female,Punjab,100,4111.68,411828.32,161.71,632,1896,20,4,8,Premium,TwoYear,Credit Card,Yes,No,55,2033.91,No
CUST012423,55,Male,Madhya Pradesh,80,2745.49,227972.81,118.75,3261,2802,2,3,10,Standard,TwoYear,Cash,No,No,22,3054.78,Yes
CUST012424,21,Female,Uttar Pradesh,67,2103.79,127372.97,111.03,1300,515,7,2,11,Standard,Monthly,Cash,No,Yes,43,2629.71,No
CUST012425,47,Female,Jharkhand,100,3624.36,364336.79,60.33,1443,1720,19,3,2,Basic,Monthly,Debit Card,Yes,No,22,1522.48,Yes
CUST012426,37,Female,Odisha,75,4644.14,325178.1,128.37,769,743,8,13,1,Basic,Yearly,Debit Card,Yes,No,32,1968.01,Yes
CUST012427,20,Female,Tamil Nadu,120,4078.81,481080.89,91.17,892,2096,17,12,2,Standard,Yearly,UPI,No,No,60,988.74,No
CUST012428,40,Female,Kerala,17,4660.26,79113.76,173.3,1171,334,19,5,11,Standard,TwoYear,Credit Card,No,No,52,489.86,Yes
CUST012429,68,Male,Bihar,19,1403.08,24232.45,235.94,1462,2530,2,10,4,Standard,Yearly,Cash,No,No,51,1079.8,Yes
CUST012430,35,Male,Uttarakhand,60,680.71,41148.08,208.24,1789,1797,6,3,9,Premium,Yearly,Net Banking,Yes,No,59,1998.4,No
CUST012431,43,Female,Uttar Pradesh,72,2718.31,170475.01,154.19,2145,1973,20,13,8,Basic,Monthly,UPI,Yes,Yes,47,3215.27,No
CUST012432,53,Male,Bihar,78,317.71,25954.65,284.58,577,1343,18,13,7,Premium,Monthly,Debit Card,No,No,52,2246.02,No
CUST012433,25,Male,Rajasthan,90,3405.49,281179.22,59.2,4780,54,7,2,8,Standard,Yearly,Net Banking,No,No,26,2500.28,No
CUST012434,34,Female,Punjab,112,1276.01,127873.02,191.99,3212,2945,19,5,11,Basic,Monthly,Credit Card,No,Yes,18,1669.09,Yes
CUST012435,48,Female,Karnataka,89,2326.32,181727.56,26.41,3572,2192,2,9,11,Standard,TwoYear,Credit Card,Yes,Yes,56,2413.78,No
CUST012436,54,Female,Jharkhand,51,3312.25,171025.57,201.9,1311,2413,6,14,7,Premium,Monthly,UPI,No,No,14,1118.79,Yes
CUST012437,62,Female,Maharashtra,48,2467.17,114537.25,217.6,3639,1932,8,2,6,Basic,Yearly,UPI,No,No,31,3485.23,No
CUST012438,50,Male,Jharkhand,57,1256.7,74521.11,234.79,1326,1751,19,13,9,Basic,Monthly,Cash,Yes,No,46,984.55,No
CUST012439,44,Female,Gujarat,10,4413.82,43234.94,199.13,1909,397,8,13,8,Standard,Monthly,Debit Card,No,No,17,1977.59,Yes
CUST012440,62,Male,Assam,32,3846.22,113001.16,36.79,1933,2695,8,2,4,Premium,TwoYear,Cash,No,No,14,3798.35,No
CUST012441,21,Female,Bihar,79,3045.26,244733.29,13.29,2746,2761,14,2,12,Basic,Yearly,Credit Card,No,Yes,9,1605.98,No
CUST012442,39,Male,Himachal Pradesh,68,3522.85,217094.91,214.28,2452,2011,15,2,1,Basic,TwoYear,UPI,Yes,No,59,2838.88,No
CUST012443,43,Male,Kerala,28,2135.1,54292.83,239.47,3232,282,20,5,8,Standard,Monthly,Debit Card,Yes,No,39,2588.24,No
CUST012444,49,Female,Tamil Nadu,4,1941.87,6646.29,9.79,2159,641,3,1,3,Standard,Yearly,Credit Card,Yes,No,35,2590.72,No
CUST012445,41,Male,Tamil Nadu,61,884.55,48583.62,44.98,85,2616,17,9,10,Basic,Yearly,UPI,Yes,No,13,2023.19,No
CUST012446,63,Female,Chhattisgarh,77,4037.6,280516.65,237.09,1674,611,18,10,8,Standard,Monthly,Net Banking,No,No,5,967.06,Yes
CUST012447,52,Male,Chhattisgarh,12,1967.12,21469.25,290.35,2524,1071,14,2,7,Standard,Yearly,Debit Card,Yes,No,1,858.42,No
CUST012448,54,Male,Uttar Pradesh,15,3492.39,48390.16,156.16,3801,22,17,12,3,Standard,Monthly,UPI,Yes,Yes,32,1429.58,No
CUST012449,49,Male,West Bengal,29,1569.72,43943.85,45.99,3732,1055,9,4,5,Standard,Yearly,Credit Card,No,No,9,3425.96,No
CUST012450,24,Female,Maharashtra,87,4000.35,310888.02,96.38,1938,919,12,4,3,Standard,Yearly,Debit Card,No,Yes,14,3058.6,No
CUST012451,50,Male,Assam,13,615.69,7822.7,234.43,1263,756,4,2,8,Basic,Monthly,Credit Card,No,No,35,3785.73,Yes
CUST012452,48,Male,Jharkhand,38,3162.57,105355.31,162.97,2214,1742,19,4,6,Standard,Yearly,Net Banking,Yes,No,15,2793.98,No
CUST012453,29,Female,Andhra Pradesh,58,4057.21,243832.5,17.34,3891,2200,16,0,8,Basic,TwoYear,Credit Card,Yes,No,18,1752.09,No
CUST012454,28,Male,Rajasthan,110,3335.23,313759.85,92.53,542,189,11,5,9,Standard,TwoYear,Cash,No,Yes,30,797.6,No
CUST012455,41,Male,Karnataka,35,3510.97,126771.95,225.84,2170,2518,16,9,12,Standard,TwoYear,Cash,No,No,18,864.85,Yes
CUST012456,25,Female,Kerala,40,2677.35,102750.27,97.73,317,1557,3,11,1,Basic,Monthly,Net Banking,No,No,13,1009.94,No
CUST012457,49,Male,Jharkhand,76,2839.26,214059.45,129.7,2234,2585,16,2,10,Premium,TwoYear,Net Banking,Yes,No,42,902.92,No
CUST012458,55,Male,Uttarakhand,94,422.88,36159.98,271.51,1521,2505,2,7,9,Standard,Yearly,Net Banking,No,Yes,34,1990.94,Yes
CUST012459,39,Female,Uttar Pradesh,110,1328.94,129337.19,295.39,944,1348,3,9,4,Premium,Yearly,UPI,Yes,No,29,1482.92,No
CUST012460,51,Female,Haryana,5,3637.45,18904.9,227.16,3486,2455,16,1,2,Standard,Yearly,Cash,No,No,1,1111.54,No
CUST012461,36,Female,Uttarakhand,2,4732.56,8880.18,72.04,3016,2928,10,11,8,Premium,Monthly,UPI,No,No,22,1079.06,Yes
CUST012462,69,Female,Assam,106,2754.73,276263.26,72.94,3405,1196,14,11,12,Premium,Monthly,Debit Card,No,Yes,8,1282.15,No
CUST012463,37,Male,Haryana,30,3655.4,114830.99,91.28,2560,1953,13,13,4,Basic,Yearly,Debit Card,No,No,44,1686.85,No
CUST012464,31,Female,Gujarat,99,3449.54,313232.59,48.17,3904,1447,10,0,8,Standard,Monthly,UPI,No,No,28,2771.19,No
CUST012465,50,Female,Punjab,119,4996.98,517360.13,53.65,1770,2560,15,8,10,Basic,Monthly,UPI,Yes,No,56,3046.13,Yes
CUST012466,27,Female,West Bengal,10,3995.52,38651.98,76.8,316,993,3,0,10,Basic,Yearly,Debit Card,No,No,9,3626.14,No
CUST012467,33,Male,Telangana,73,3175.47,222759.83,197.97,3799,680,4,13,6,Basic,Yearly,UPI,Yes,No,8,2329.86,Yes
CUST012468,21,Female,Gujarat,81,664.28,54055.31,183.74,940,25,12,11,5,Basic,Yearly,Debit Card,No,Yes,59,388.14,No
CUST012469,44,Male,Uttar Pradesh,38,1877.04,74253.06,102.27,2641,715,11,12,0,Standard,Yearly,Credit Card,No,No,44,2799.32,No
CUST012470,45,Female,Kerala,59,1328.42,71443.17,59.0,531,712,18,5,12,Premium,Yearly,Net Banking,Yes,Yes,43,396.66,No
CUST012471,60,Male,Assam,94,4283.01,400331.97,187.21,185,1056,0,2,8,Premium,Yearly,Credit Card,No,No,31,108.37,No
CUST012472,33,Female,Madhya Pradesh,105,2286.25,224908.85,39.26,4571,2419,17,9,3,Standard,Yearly,Net Banking,No,No,25,1743.24,No
CUST012473,69,Female,Telangana,119,2722.97,326222.13,43.87,4261,2390,1,8,6,Basic,TwoYear,Credit Card,No,No,13,1008.65,No
CUST012474,50,Male,Gujarat,35,4827.63,149173.47,115.01,1148,185,10,12,2,Standard,Yearly,Debit Card,No,No,6,3313.53,Yes
CUST012475,65,Female,Madhya Pradesh,71,4199.75,283324.21,170.21,2215,2345,11,4,1,Standard,TwoYear,UPI,No,Yes,25,3756.5,Yes
CUST012476,36,Female,Telangana,12,3970.12,41230.68,218.49,2592,2274,10,13,1,Standard,TwoYear,UPI,No,Yes,60,980.11,No
CUST012477,38,Female,Jharkhand,114,796.88,87413.58,206.09,4862,2878,0,11,5,Basic,Monthly,Cash,No,Yes,31,3127.81,Yes
CUST012478,39,Male,Madhya Pradesh,42,211.57,7853.35,113.54,63,2353,5,5,5,Standard,Yearly,Cash,No,No,11,628.63,No
CUST012479,26,Female,Rajasthan,98,715.19,73032.97,196.4,1707,1847,4,1,0,Premium,Monthly,Cash,No,No,57,3455.63,No
CUST012480,26,Female,Assam,49,3727.39,175494.61,63.4,2468,2200,19,6,12,Premium,Monthly,Net Banking,No,No,2,1880.76,Yes
CUST012481,26,Male,Uttarakhand,67,2112.52,135293.43,148.12,2059,1620,2,4,4,Standard,Monthly,Credit Card,No,Yes,48,879.03,Yes
CUST012482,44,Male,Bihar,33,675.6,23286.16,184.58,1620,836,11,15,3,Standard,Monthly,UPI,No,No,57,454.08,Yes
CUST012483,34,Female,Tamil Nadu,104,3721.2,367531.9,223.32,1029,1460,7,10,3,Standard,Yearly,UPI,No,No,23,2265.99,No
CUST012484,61,Female,Kerala,13,1053.46,13494.28,23.88,1343,2144,2,13,12,Premium,Yearly,Net Banking,No,No,1,257.4,Yes
CUST012485,62,Male,Uttar Pradesh,75,2986.31,192468.35,30.34,495,2007,5,6,7,Basic,Monthly,UPI,Yes,Yes,52,2693.62,No
CUST012486,25,Male,Karnataka,104,3733.56,385054.91,22.16,769,2743,13,0,5,Standard,TwoYear,Credit Card,No,Yes,47,2856.92,No
CUST012487,33,Female,Haryana,20,3079.5,53636.4,163.94,767,258,13,8,3,Standard,Monthly,Debit Card,No,No,58,2722.02,Yes
CUST012488,35,Female,Madhya Pradesh,95,4968.82,474892.28,171.02,2774,97,12,3,4,Basic,Yearly,UPI,Yes,No,11,2354.02,No
CUST012489,50,Female,Punjab,33,2227.4,75368.94,3.3,2481,1303,7,13,5,Premium,TwoYear,Cash,No,No,10,1513.29,No
CUST012490,18,Male,Maharashtra,34,1627.84,50536.59,197.01,2026,424,10,12,9,Premium,Yearly,UPI,No,No,42,479.43,No
CUST012491,29,Male,Telangana,50,1085.86,55684.31,229.0,2149,2152,16,2,2,Basic,Monthly,UPI,No,No,15,506.81,No
CUST012492,23,Male,Punjab,50,2568.52,121558.72,34.98,1808,1226,6,14,12,Premium,TwoYear,Net Banking,Yes,Yes,42,586.63,Yes
CUST012493,58,Female,West Bengal,9,4277.15,37120.69,101.2,9,1886,13,6,1,Basic,Monthly,Net Banking,Yes,Yes,42,2381.15,No
CUST012494,22,Male,Jharkhand,7,4739.88,30929.5,254.99,2378,2329,7,12,4,Basic,Monthly,Cash,No,No,54,3378.41,Yes
CUST012495,33,Female,Kerala,9,4863.07,41373.91,206.16,935,1689,11,3,8,Premium,TwoYear,UPI,No,No,37,729.41,No
CUST012496,35,Male,Rajasthan,106,2703.75,295669.51,91.39,4254,2533,7,7,8,Premium,Yearly,UPI,No,No,27,1551.4,No
CUST012497,66,Male,West Bengal,26,3065.78,82855.56,222.67,4802,1064,2,11,9,Premium,Monthly,Debit Card,No,No,54,2886.05,No
CUST012498,35,Male,Uttarakhand,2,2949.54,5540.26,266.18,1182,2457,2,15,10,Premium,Monthly,Net Banking,No,No,10,2487.03,No
CUST012499,18,Female,Bihar,5,2383.26,11354.71,92.8,2533,1811,8,8,8,Basic,Yearly,Cash,No,No,15,2232.25,Yes
CUST012500,36,Female,Madhya Pradesh,113,845.98,83477.55,205.29,2784,2388,13,11,7,Standard,Yearly,Cash,Yes,No,44,2001.59,No
CUST012501,25,Male,Karnataka,66,420.75,25412.54,28.03,4590,1548,16,8,4,Standard,Monthly,Net Banking,Yes,No,20,538.18,Yes
CUST012502,20,Male,Maharashtra,116,2239.53,247483.97,17.6,3607,695,11,1,0,Standard,Monthly,Net Banking,Yes,No,13,1414.09,No
CUST012503,42,Male,Kerala,10,1012.22,9013.99,175.88,2869,493,11,8,6,Standard,Monthly,Cash,No,No,11,347.27,Yes
CUST012504,22,Female,Punjab,31,4444.59,133002.16,147.73,2887,721,17,11,11,Standard,Yearly,Cash,No,No,25,2042.7,No
CUST012505,57,Female,Telangana,33,3832.33,124829.98,243.03,97,508,9,5,3,Basic,TwoYear,Credit Card,Yes,No,50,3180.43,No
CUST012506,36,Male,Madhya Pradesh,108,3130.19,331296.61,234.08,4472,935,2,11,0,Basic,Yearly,Credit Card,Yes,No,43,3578.72,No
CUST012507,35,Male,Maharashtra,120,332.32,37425.98,86.01,3086,89,11,3,4,Basic,Yearly,Cash,Yes,Yes,7,1836.49,No
CUST012508,67,Female,Himachal Pradesh,111,3149.0,350889.56,153.68,1743,2810,1,12,12,Standard,Yearly,UPI,No,No,57,1237.09,Yes
CUST012509,70,Female,Kerala,6,3143.24,17235.73,226.73,2266,2497,13,13,5,Standard,Yearly,UPI,Yes,No,18,503.68,No
CUST012510,48,Male,Uttarakhand,14,2252.14,29759.72,81.29,1365,1552,8,0,10,Standard,Monthly,Net Banking,No,Yes,29,3337.92,Yes
CUST012511,50,Female,Madhya Pradesh,78,3322.99,234318.7,108.59,1236,2154,0,2,5,Premium,Monthly,Net Banking,No,No,19,3691.73,No
CUST012512,64,Female,Tamil Nadu,15,4303.78,62666.85,17.96,2820,2521,8,9,11,Standard,Monthly,Debit Card,No,No,25,2335.84,No
CUST012513,35,Female,Assam,97,3814.14,347085.66,39.15,3996,1438,15,7,7,Premium,Monthly,Net Banking,No,Yes,5,109.07,No
CUST012514,56,Male,Kerala,95,2419.83,205383.42,183.07,709,596,11,10,10,Standard,Yearly,UPI,Yes,No,44,2908.82,No
CUST012515,33,Female,Karnataka,81,1385.19,102286.03,149.03,3609,2976,9,10,4,Standard,Yearly,UPI,Yes,Yes,60,3626.11,No
CUST012516,33,Female,Uttarakhand,43,2441.4,95100.89,50.58,1486,234,13,4,7,Basic,Monthly,Debit Card,Yes,No,44,761.81,No
CUST012517,64,Female,Uttar Pradesh,79,4735.26,386124.56,2.18,4067,2763,6,10,4,Standard,Monthly,Credit Card,No,No,17,1443.55,Yes
CUST012518,55,Female,Assam,20,4117.93,78602.29,50.71,56,453,12,15,9,Basic,Monthly,UPI,No,No,44,1021.76,Yes
CUST012519,58,Male,Rajasthan,112,232.49,25531.93,224.89,2019,1038,18,1,6,Standard,TwoYear,Credit Card,No,Yes,8,976.42,No
CUST012520,24,Female,Madhya Pradesh,21,3936.52,85721.19,28.1,3583,536,16,7,9,Standard,Monthly,Credit Card,No,Yes,38,363.66,Yes
CUST012521,31,Male,Jharkhand,64,935.73,53086.2,120.73,2607,1893,11,1,0,Basic,Yearly,Cash,No,No,31,2460.68,No
CUST012522,60,Male,Odisha,29,2898.45,87196.92,71.64,215,2398,2,4,5,Premium,Monthly,Debit Card,No,No,30,973.65,Yes
CUST012523,70,Female,Uttar Pradesh,59,4051.94,229006.41,164.82,4723,2225,1,15,2,Basic,Monthly,UPI,Yes,Yes,34,1140.38,No
CUST012524,65,Female,Andhra Pradesh,73,2850.31,212492.68,153.47,151,2652,11,2,1,Standard,Yearly,Credit Card,No,No,52,3542.13,Yes
CUST012525,42,Male,Chhattisgarh,64,2078.92,117563.64,294.89,2642,2527,20,0,3,Basic,Monthly,Debit Card,No,No,1,647.69,No
CUST012526,49,Female,Bihar,93,1674.21,140845.61,231.86,2466,538,8,8,11,Basic,Yearly,Net Banking,No,No,13,314.1,No
CUST012527,55,Male,Karnataka,44,1594.99,62377.99,281.5,1976,1287,16,6,2,Standard,Monthly,Net Banking,No,No,32,2084.23,No
CUST012528,39,Male,Assam,34,4203.39,140154.76,173.39,1525,827,2,7,3,Standard,Yearly,UPI,No,No,32,3242.83,No
CUST012529,33,Male,Odisha,47,4142.75,170984.37,221.33,4142,583,2,15,9,Basic,TwoYear,Net Banking,No,Yes,57,1613.8,No
CUST012530,69,Female,Rajasthan,9,4134.55,37527.41,268.52,4952,5,19,14,8,Basic,TwoYear,Debit Card,Yes,No,29,87.03,Yes
CUST012531,46,Female,Telangana,60,1485.37,80217.76,12.32,4215,1691,18,11,5,Basic,TwoYear,Debit Card,No,No,48,406.77,No
CUST012532,33,Male,Punjab,112,4014.7,405174.16,274.64,370,1554,16,11,5,Basic,Yearly,UPI,Yes,No,60,2703.51,No
CUST012533,29,Male,Kerala,30,279.51,7598.96,63.53,4520,2026,6,13,1,Standard,Monthly,Credit Card,No,No,45,3251.29,No
CUST012534,34,Female,West Bengal,17,1111.64,18884.23,211.5,1846,1323,1,7,9,Premium,Yearly,Credit Card,No,No,19,1722.66,No
CUST012535,54,Female,Gujarat,52,2621.06,141044.08,232.0,4079,592,16,14,12,Standard,Monthly,UPI,No,No,46,816.61,Yes
CUST012536,44,Male,Andhra Pradesh,59,2093.06,127380.74,32.8,3622,458,9,2,1,Standard,Monthly,UPI,Yes,No,56,1210.19,No
CUST012537,42,Female,Punjab,119,648.25,67132.67,285.93,1647,1675,12,9,3,Premium,Yearly,UPI,Yes,No,12,1400.48,No
CUST012538,30,Female,Maharashtra,4,304.43,1098.98,277.97,2320,2136,12,11,8,Standard,Monthly,Credit Card,No,Yes,58,2450.44,Yes
CUST012539,25,Male,Kerala,40,3094.74,121862.99,196.37,1195,2598,10,11,9,Basic,Monthly,Debit Card,No,No,16,1735.43,Yes
CUST012540,22,Male,Madhya Pradesh,96,1636.06,152932.63,46.6,2166,1976,12,5,3,Basic,Monthly,UPI,Yes,No,52,159.05,No
CUST012541,29,Female,Himachal Pradesh,96,178.21,15739.61,169.82,280,2266,17,0,11,Premium,Monthly,Credit Card,Yes,No,54,1769.26,No
CUST012542,58,Male,Gujarat,7,2211.38,15829.02,103.24,3985,2649,4,3,7,Premium,TwoYear,Credit Card,No,Yes,50,1530.51,No
CUST012543,20,Female,Haryana,38,1603.16,53371.67,279.23,2027,1187,2,0,0,Basic,TwoYear,UPI,Yes,No,25,1580.38,No
CUST012544,52,Male,Chhattisgarh,32,2925.38,91534.57,122.0,4049,1940,6,8,10,Premium,TwoYear,Cash,No,No,34,1088.51,No
CUST012545,50,Female,Kerala,69,4656.09,290626.46,208.12,1520,913,6,7,5,Basic,TwoYear,Net Banking,No,No,2,310.86,No
CUST012546,39,Male,Jharkhand,106,1608.55,162907.67,191.1,1062,1040,8,14,10,Standard,TwoYear,Debit Card,Yes,Yes,1,1534.61,No
CUST012547,67,Female,Uttarakhand,67,4985.97,309839.74,81.3,1998,1622,19,8,2,Premium,Yearly,Net Banking,Yes,No,31,2685.21,No
CUST012548,61,Female,Uttar Pradesh,56,521.62,30552.87,160.65,3492,295,20,2,5,Standard,Yearly,Debit Card,No,No,28,146.26,Yes
CUST012549,26,Female,Telangana,20,532.56,10090.29,122.99,3085,1868,10,15,10,Premium,Monthly,Credit Card,Yes,No,53,2712.53,Yes
CUST012550,58,Male,Chhattisgarh,64,3593.5,240383.57,112.39,1346,1977,10,13,2,Standard,Monthly,Debit Card,No,No,16,1469.14,No
CUST012551,35,Female,Assam,120,3768.3,407430.49,259.2,3326,2648,19,8,8,Premium,Yearly,UPI,Yes,No,54,3250.88,No
CUST012552,67,Male,West Bengal,17,2172.07,37057.68,41.93,4637,1063,16,5,3,Standard,Yearly,Debit Card,Yes,No,52,690.16,No
CUST012553,46,Female,Punjab,16,1501.63,23867.79,123.12,3310,1216,3,0,4,Standard,TwoYear,UPI,No,Yes,56,976.97,Yes
CUST012554,56,Male,Uttar Pradesh,11,3990.61,44753.97,2.03,209,1826,2,2,8,Premium,Yearly,Credit Card,Yes,No,3,3018.21,No
CUST012555,44,Female,Punjab,13,4785.57,61510.75,78.57,1404,976,12,15,3,Premium,Yearly,Debit Card,Yes,No,7,3433.39,No
CUST012556,53,Female,Punjab,18,4950.52,87903.87,186.52,2500,1112,19,7,10,Standard,Monthly,Credit Card,Yes,No,54,2780.0,Yes
CUST012557,62,Male,Uttar Pradesh,14,3208.82,44121.22,26.26,1536,1913,2,11,4,Premium,Monthly,UPI,No,No,56,2047.15,Yes
CUST012558,34,Male,Punjab,34,3726.56,132659.39,81.35,3706,2000,20,8,3,Standard,Monthly,UPI,Yes,No,28,3101.12,Yes
CUST012559,51,Male,Andhra Pradesh,76,4129.01,281049.68,264.07,2389,1247,14,6,8,Premium,Yearly,Credit Card,No,No,31,1778.16,No
CUST012560,63,Male,Tamil Nadu,86,4014.46,295536.34,207.55,4478,2842,11,7,10,Basic,Yearly,Cash,Yes,No,37,3987.05,No
CUST012561,20,Male,Assam,85,4967.62,416164.87,21.09,4324,1104,19,5,4,Standard,Yearly,Cash,No,Yes,36,82.41,No
CUST012562,22,Female,Karnataka,26,4071.12,93620.11,297.71,1898,840,11,8,6,Standard,Monthly,Net Banking,No,No,50,360.31,Yes
CUST012563,31,Male,Rajasthan,42,3346.6,138572.08,283.54,1835,1028,13,13,3,Standard,Yearly,Debit Card,No,No,35,2954.63,Yes
CUST012564,20,Female,Jharkhand,61,1943.46,108348.21,42.51,3019,2277,9,15,6,Basic,Yearly,Cash,No,Yes,41,2870.65,Yes
CUST012565,40,Male,Punjab,39,3030.13,101473.43,276.56,1801,1778,19,8,10,Basic,TwoYear,UPI,Yes,No,43,1551.74,Yes
CUST012566,56,Male,Telangana,2,4413.76,8862.42,164.98,1927,736,2,2,5,Premium,Monthly,Net Banking,No,No,18,3376.75,Yes
CUST012567,47,Male,Assam,57,1596.85,78307.59,278.81,1591,425,8,5,8,Standard,TwoYear,Debit Card,Yes,No,57,3439.04,No
